번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),점포구분명,Unnamed: 29
1387,대규모점포,08_25_01_P,3170000,1993317006707500023,19940314,,1,영업/정상,1,정상영업,,,,,02 8934527,,,서울특별시 금천구 독산동 293번지 5호,서울특별시 금천구 범안로 1209 (독산동),,유창상가,20070707115915,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,190771.595589599,440515.66903538,,
1388,대규모점포,08_25_01_P,3170000,2002317006707500001,20020618,,1,영업/정상,1,정상영업,,20120130.0,20120624.0,20120625.0,02  21458500,12561.0,,서울특별시 금천구 독산동 295번지 10  호 외 5,서울특별시 금천구 두산로 71 (독산동),153813.0,롯데쇼핑(주) VIC 마켓 금천점,20220510142750,U,2022-05-12 02:40:00.0,대형마트,190704.904312713,440940.384414334,대규모점포,
1389,대규모점포,08_25_01_P,3040000,2001304007307500006,19770131,,1,영업/정상,1,정상영업,,,,,02 4441707,1137.92,,서울특별시 광진구 중곡동 79번지 13호,서울특별시 광진구 영화사로 12 (중곡동),143888.0,신성종합시장,20120104162051,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,207747.893953282,450639.201015458,대규모점포,
1390,대규모점포,08_25_01_P,3040000,2001304007307500008,19790716,,1,영업/정상,1,정상영업,,,,,02 4577480,2418.11,,서울특별시 광진구 자양동 602호,서울특별시 광진구 자양번영로6길 20 (자양동),143865.0,자양종합시장,20140723190151,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,206686.364451141,447752.463189936,대규모점포,
1391,대규모점포,08_25_01_P,3040000,2001304007307500015,19980323,,1,영업/정상,1,정상영업,,,,,02-3424-0323,49840.0,,서울특별시 광진구 구의동 546번지 4호,서울특별시 광진구 광나루로56길 85 (구의동),143721.0,테크노-마트21,20180906154255,U,2018-09-06 23:59:59.0,그 밖의 대규모점포,208394.416382167,448165.279999905,대규모점포,
1392,대규모점포,08_25_01_P,3190000,2009319009907500001,19931130,,1,영업/정상,1,정상영업,,,,,822-7387,0.0,156020.0,서울특별시 동작구 대방동 501번지,,,대림쇼핑타운,20090427163036,I,2018-08-31 23:59:59.0,시장,193273.484014052,445011.250115029,,
1393,대규모점포,08_25_01_P,3190000,2011319012807500001,20110713,,1,영업/정상,1,정상영업,,,,,821-2166,5051.61,156070.0,서울특별시 동작구 흑석동 332번지,서울특별시 동작구 서달로 150 (흑석동),156070.0,해가든프라자,20210824171101,U,2021-08-26 02:40:00.0,그 밖의 대규모점포,196587.030630143,444939.455414947,대규모점포,
1394,대규모점포,08_25_01_P,3190000,2011319012807500002,20110714,,1,영업/정상,1,정상영업,,,,,8268545,304.1,156843.0,서울특별시 동작구 상도4동 255번지 4호,서울특별시 동작구 성대로 43 (상도동),,홈플러스(주) 익스프레스 상도점,20210611162657,U,2021-06-13 02:40:00.0,구분없음,194064.994071226,444089.838269412,준대규모점포,
1395,대규모점포,08_25_01_P,3190000,2011319012807500003,20110826,,1,영업/정상,1,정상영업,,,,,34818542,978.3,156819.0,서울특별시 동작구 사당3동 252번지 22호,서울특별시 동작구 사당로 215 (사당동),,홈플러스(주) 익스프레스 남성점,20210611162641,U,2021-06-13 02:40:00.0,복합쇼핑몰,197507.834447319,442470.92961062,준대규모점포,
1396,대규모점포,08_25_01_P,3190000,1979319015807500001,19791218,,1,영업/정상,1,정상영업,,,,,02-823-5100,6373.0,,서울특별시 동작구 상도동 324번지 1호,"서울특별시 동작구 상도로 102 (상도동, 성대시장)",7041.0,성대종합시장,20170706174635,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,193896.384765772,444196.484790728,대규모점포,
1397,대규모점포,08_25_01_P,3040000,2001304007307500016,19980323,,1,영업/정상,1,정상영업,,,,20040430.0,02-3424-2500,4122.0,,서울특별시 광진구 구의동 546번지 4호,서울특별시 광진구 광나루로56길 85 (구의동),143721.0,롯데쇼핑(주)롯데마트 강변점,20220512141108,U,2022-05-14 02:40:00.0,복합쇼핑몰,208394.416382167,448165.279999905,대규모점포,
1398,대규모점포,08_25_01_P,3040000,2006304007307500001,20060228,,1,영업/정상,1,정상영업,,,,,02-3436-0005,3004.13,,서울특별시 광진구 자양동 663번지 21  호,서울특별시 광진구 자양로5길 33 (자양동),143873.0,프라젠 스파,20131226142925,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,207368.624495222,447632.296040333,대규모점포,
1399,대규모점포,08_25_01_P,3040000,2006304007307500002,20061214,,1,영업/정상,1,정상영업,,,,,000220241234,11045.55,,서울특별시 광진구 자양동 227번지 7호,서울특별시 광진구 아차산로 272 (자양동),143758.0,(주)이마트 자양점,20210903110413,U,2021-09-05 02:40:00.0,대형마트,206349.675048285,448396.939704285,대규모점포,
1400,대규모점포,08_25_01_P,3040000,2008304010307500001,20080822,,1,영업/정상,1,정상영업,,,,,0002 22182802,26203.17,143003.0,서울특별시 광진구 자양동 227번지 342호 롯데백화점 스타시티점,서울특별시 광진구 능동로 92 (자양동),143854.0,롯데백화점 건대스타시티점,20220513144347,U,2022-05-15 02:40:00.0,백화점,206217.434726027,448506.218743834,대규모점포,
1403,대규모점포,08_25_01_P,3190000,2011319012807500005,20111004,,1,영업/정상,1,정상영업,,,,,02-841-3561,331.34,156020.0,서울특별시 동작구 대방동 335번지 17호,서울특별시 동작구 상도로 81 (대방동),,(주)이마트에브리데이 대방동점,20210512101957,U,2021-05-14 02:40:00.0,복합쇼핑몰,193699.189949205,444190.844599349,준대규모점포,
1404,대규모점포,08_25_01_P,3190000,2011319012807500006,20111004,,1,영업/정상,1,정상영업,,,,,02-595-1234,2355.0,,서울특별시 동작구 사당동 147번지 29호 이수자이,"서울특별시 동작구 사당로 300 (사당동, 이수자이)",7013.0,(주)이마트 이수점,20200508190349,U,2020-05-10 02:40:00.0,복합쇼핑몰,198202.472533419,442471.241038085,준대규모점포,
1405,대규모점포,08_25_01_P,3190000,2011319012807500007,20111004,,1,영업/정상,1,정상영업,,,,,02-823-3651,280.0,156030.0,서울특별시 동작구 상도동 527번지,서울특별시 동작구 상도로31길 19 (상도동),,(주)이마트에브리데이 상도동점,20210512123326,U,2021-05-14 02:40:00.0,그 밖의 대규모점포,194963.274671696,444866.845573417,준대규모점포,
1406,대규모점포,08_25_01_P,3040000,2015304016807500001,20150403,,1,영업/정상,1,정상영업,,,,,3677-7281,4037.2,,서울특별시 광진구 자양동 17번지 1호,서울특별시 광진구 아차산로 200 (자양동),5071.0,커먼그라운드,20161128111758,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,205758.816662193,448768.161400623,대규모점포,
1407,대규모점포,08_25_01_P,3170000,1977317006707500009,19771210,,1,영업/정상,1,정상영업,,,,,02 8034878,,,서울특별시 금천구 시흥동 884번지 5호,서울특별시 금천구 시흥대로52길 70 (시흥동),,대명합동시장,20070707115915,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,191241.048445241,439137.99206467,,
1408,대규모점포,08_25_01_P,3050000,2003305008207500001,20031023,,1,영업/정상,1,정상영업,,,,,0221738123,12010.0,130817.0,서울특별시 동대문구 용두동 33번지 1호,서울특별시 동대문구 천호대로 133 (용두동),130817.0,홈플러스(주) 동대문점,20210614113440,U,2021-06-16 02:40:00.0,대형마트,203356.957362754,452469.300221465,대규모점포,
1409,대규모점포,08_25_01_P,3170000,2003317008307500001,20031002,,1,영업/정상,1,정상영업,,,,,02  890 8125,29885.04,,서울특별시 금천구 독산동 291번지 7호,서울특별시 금천구 시흥대로 391 (독산동),,홈플러스(주) 금천점,20210616154550,U,2021-06-18 02:40:00.0,대형마트,190809.507840375,440728.382273075,대규모점포,
1410,대규모점포,08_25_01_P,3100000,2012310018407500001,20120326,,1,영업/정상,1,정상영업,,,,,02-3459-8000,324.4,139240.0,서울특별시 노원구 공릉동 323번지 35호,서울특별시 노원구 동일로 1101 (공릉동),139241.0,홈플러스(주)익스프레스 공릉점,20210607151135,U,2021-06-09 02:40:00.0,구분없음,206222.082661025,458423.440177534,준대규모점포,
1411,대규모점포,08_25_01_P,3190000,2012319012807500001,20120131,,1,영업/정상,1,정상영업,,,,,02  596 9584,671.98,156771.0,"서울특별시 동작구 사당동 105번지 신동아상가 제1층 101~105, 110호","서울특별시 동작구 동작대로29길 110 (사당동, 신동아아파트)",156771.0,(주)이마트에브리데이 사당동점,20210512122616,U,2021-05-14 02:40:00.0,그 밖의 대규모점포,197802.436613024,443049.214038897,준대규모점포,
1412,대규모점포,08_25_01_P,3190000,2012319012807500002,20120327,,1,영업/정상,1,정상영업,,,,,8138545,292.5,156020.0,서울특별시 동작구 대방동 341번지 2호,서울특별시 동작구 노량진로 4 (대방동),156020.0,(주)홈플러스 대방점,20210611162716,U,2021-06-13 02:40:00.0,그 밖의 대규모점포,193393.306385172,445577.513247441,준대규모점포,
1413,대규모점포,08_25_01_P,3190000,2012319012807500005,20120424,,1,영업/정상,1,정상영업,,,,,02-816-8546,507.4,156718.0,서울특별시 동작구 상도2동 414번지,서울특별시 동작구 만양로 26 (상도동),,홈플러스 익스프레스 상도2점,20141008090937,I,2018-08-31 23:59:59.0,구분없음,195489.423430508,444995.675592494,준대규모점포,
1414,대규모점포,08_25_01_P,3190000,2012319012807500006,20120424,,1,영업/정상,1,정상영업,,,,,3280-8545,258.0,156842.0,서울특별시 동작구 상도동 530번지,서울특별시 동작구  양녕로  170 (상도동),156842.0,홈플러스 익스프레스 상도3점,20150113145200,I,2018-08-31 23:59:59.0,구분없음,194941.030627361,443848.078951741,준대규모점포,
1415,대규모점포,08_25_01_P,3190000,2014319012807500001,20140905,,1,영업/정상,1,정상영업,,,,,2006-2156,251.33,,서울특별시 동작구 상도동 531번지 상가2동 지상1층 101~105호,"서울특별시 동작구 상도로 346-1 (상도동, 상도엠코타운 센트럴파크)",7039.0,(주)지에스리테일 상도 엠코타운점,20160302133305,I,2018-08-31 23:59:59.0,구분없음,195585.914045797,443690.595413251,준대규모점포,
1417,대규모점포,08_25_01_P,3040000,2001304007307500009,19800407,,1,영업/정상,1,정상영업,,,,,02-465-7965,2456.45,,서울특별시 광진구 화양동 10번지 1호,서울특별시 광진구 능동로13길 39 (화양동),143914.0,한아름시장,20120104145037,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,206107.775163579,449029.342177779,대규모점포,
1418,대규모점포,08_25_01_P,3040000,2001304007307500010,19800618,,1,영업/정상,1,정상영업,,,,,02-467-5200,2135.53,,서울특별시 광진구 중곡동 229번지 15호,서울특별시 광진구 능동로47길 30 (중곡동),143903.0,광성시장,20120104144200,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,207098.994772766,451260.44574067,대규모점포,
1419,대규모점포,08_25_01_P,3040000,2001304007307500011,19890823,,1,영업/정상,1,정상영업,,,,,02--450-8832,3995.19,,서울특별시 광진구 구의동 546번지 1호,서울특별시 광진구 강변역로 50 (구의동),143715.0,동서울터미널상가,20120104143232,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,208201.993320839,447967.299542306,대규모점포,
1420,대규모점포,08_25_01_P,3040000,2001304007307500012,19901117,,1,영업/정상,1,정상영업,,,,,02 4543916,3625.18,,서울특별시 광진구 광장동 484호,서울특별시 광진구 광나루로 635 (광장동),143814.0,현대종합상가,20120104160345,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,208644.819209521,448711.725750126,대규모점포,
1421,대규모점포,08_25_01_P,3040000,2001304007307500013,19921105,,1,영업/정상,1,정상영업,,,,,02-454-7529,1707.82,,서울특별시 광진구 구의동 611호,서울특별시 광진구 광나루로56길 34 (구의동),143832.0,구의현대종합상가,20210819101330,U,2021-08-21 02:40:00.0,그 밖의 대규모점포,208403.746065593,448490.239179557,대규모점포,
1422,대규모점포,08_25_01_P,3040000,2001304007307500014,19970130,,1,영업/정상,1,정상영업,,,,,02-3437-2572,5880.92,,서울특별시 광진구 구의동 631번지 1호,서울특별시 광진구 광나루로56길 63 (구의동),143761.0,프라임프라자상가,20120104153445,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,208558.286631653,448353.905156369,대규모점포,
1423,대규모점포,08_25_01_P,3050000,2014305014007500001,20080806,,1,영업/정상,1,정상영업,,,,,2238-2600,2870.08,130813.0,서울특별시 동대문구 신설동 109번지 5호,서울특별시 동대문구 천호대로4길 21 (신설동),130813.0,서울풍물시장,20140926183753,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,202186.468072494,452282.607415166,대규모점포,
1424,대규모점포,08_25_01_P,3050000,2010305010007500001,20100723,,1,영업/정상,1,정상영업,,,,,0237072903,40346.6,130851.0,서울특별시 동대문구 전농1동 591번지 53호,서울특별시 동대문구 왕산로 214 (전농동),130851.0,롯데백화점 청량리역사점,20221020102505,U,2022-10-22 02:40:00.0,백화점,204081.282117393,453187.395154017,대규모점포,
1425,대규모점포,08_25_01_P,3050000,2010305010007500002,20100811,,1,영업/정상,1,정상영업,,,,,02-3706-4710,10910.6,130851.0,서울특별시 동대문구 전농1동 591번지 53호,서울특별시 동대문구 왕산로 214 (전농동),130851.0,롯데쇼핑(주)롯데마트 청량리점,20221020102029,U,2022-10-22 02:40:00.0,대형마트,204081.282117393,453187.395154017,대규모점포,
1426,대규모점포,08_25_01_P,3050000,2011305010007500001,20110315,,1,영업/정상,1,정상영업,,,,,02-840-3210,5746.45,130100.0,서울특별시 동대문구 장안동 580번지,서울특별시 동대문구 한천로 42 (장안동),130100.0,장안위더스빌,20141029162125,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,205423.969491537,451556.210578255,대규모점포,
1427,대규모점포,08_25_01_P,3050000,2011305014007500001,20210826,,1,영업/정상,1,정상영업,,,,,02-959-1234,2260.6,130080.0,서울특별시 동대문구 이문동 292번지 10호,서울특별시 동대문구 이문로 136 (이문동),130826.0,(주)이마트에브리데이 이문점,20211206120214,U,2021-12-08 02:40:00.0,구분없음,205396.363734301,455131.683241064,준대규모점포,
1428,대규모점포,08_25_01_P,3080000,1971308013907500001,19710719,,1,영업/정상,1,정상영업,,,,,02-901-1683,2651.0,142061.0,서울특별시 강북구 번1동 413번지 3호,서울특별시 강북구 한천로123길 26 (번동),142061.0,북부시장,20140918113924,I,2018-08-31 23:59:59.0,시장,202608.934103734,459320.030764534,대규모점포,
1429,대규모점포,08_25_01_P,3150000,2011315012307500008,20111005,,1,영업/정상,1,정상영업,,,,,000226055602,162.4,157881.0,서울특별시 강서구 화곡1동 343번지 52호,서울특별시 강서구 강서로 43 (화곡동),157881.0,롯데쇼핑(주)롯데슈퍼화곡점,20220502141338,U,2022-05-04 02:40:00.0,그 밖의 대규모점포,186366.013413728,447719.836723478,준대규모점포,
1431,대규모점포,08_25_01_P,3150000,2011315012307500007,20111005,,1,영업/정상,1,정상영업,,,,,000226915601,117.0,157922.0,서울특별시 강서구 화곡3동 1051번지 27호,서울특별시 강서구 강서로 179 (화곡동),157010.0,롯데쇼핑(주)롯데슈퍼화곡3동점,20170427092628,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,185725.161390724,448911.264785071,준대규모점포,
1432,대규모점포,08_25_01_P,3150000,2011315012307500005,20110919,,1,영업/정상,1,정상영업,,,,,2667-9000,34547.21,157930.0,서울특별시 강서구 등촌3동 689번지 외 2,서울특별시 강서구 강서로56길 17 (등촌동),157930.0,(주) 이랜드리테일 강서점,20221115135413,U,2022-11-17 02:40:00.0,백화점,185824.428508883,450866.252126246,대규모점포,
1433,대규모점포,08_25_01_P,3050000,2007305010007500002,20070509,,1,영업/정상,1,정상영업,,,,,02 9070135,13762.35,130864.0,서울특별시 동대문구 제기동 1140번지 5호,서울특별시 동대문구 왕산로 117 (제기동),130864.0,불로장생타워,20220218163015,U,2022-02-22 02:40:00.0,전문점,203155.504921512,452914.607542858,대규모점포,
1434,대규모점포,08_25_01_P,3050000,2007305010007500003,20060424,,1,영업/정상,1,정상영업,,,,,3299-4700,6986.87,130723.0,서울특별시 동대문구 용두동 787번지 동의보감타워,,,건강백화점 동의보감,20141029145302,I,2018-08-31 23:59:59.0,전문점,203258.377206168,452834.064124525,대규모점포,
1435,대규모점포,08_25_01_P,3150000,2011315012307500006,20111004,,1,영업/정상,1,정상영업,,,,,000226645606,735.3,157850.0,서울특별시 강서구 방화2동 533번지 9호,서울특별시 양천로6길 15,157850.0,롯데쇼핑(주)롯데슈퍼개화산점,20220502140415,U,2022-05-04 02:40:00.0,그 밖의 대규모점포,182944.731406147,452207.427296372,준대규모점포,
1436,대규모점포,08_25_01_P,3050000,2009305010007500001,20090320,,1,영업/정상,1,정상영업,,,,,957-9090,8286.24,130081.0,서울특별시 동대문구 이문1동 292번지 10호 (주)이문종합상가 이문동웰츠타워,,,대규모점포 개설등록,20090320175401,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,205396.363734301,455131.683241064,,
1437,대규모점포,08_25_01_P,3080000,197530801690752,19750211,,1,영업/정상,1,정상영업,,,,,02-980-0740,3243.0,,서울특별시 강북구 미아동 701번지 3호 동북프라자,"서울특별시 강북구 솔샘로 233, 동북프라자 (미아동)",1189.0,동북시장,20180713151359,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,201589.777957863,457545.100871485,대규모점포,
1438,대규모점포,08_25_01_P,3150000,2011315012307500002,20110701,,1,영업/정상,1,정상영업,,,,,02-2065-8534,236.0,157924.0,서울특별시 강서구 화곡3동 1065번지 8호,서울특별시 강서구 화곡로 153 (화곡동),157924.0,홈플러스(주) 익스프레스 화곡점,20210609111757,U,2021-06-11 02:40:00.0,그 밖의 대규모점포,185681.122656637,448813.441620263,준대규모점포,
1439,대규모점포,08_25_01_P,3050000,2000305008207500012,19750905,,1,영업/정상,1,정상영업,,,,,0222453026,809.0,,서울특별시 동대문구 장안동 108-5,서울특별시 동대문구 한천로 190(장안동),2525.0,전곡시장,20211204152922,U,2021-12-07 02:40:00.0,시장,205987.345607556,452845.284277717,대규모점포,
1440,대규모점포,08_25_01_P,3050000,2000305008207500014,19740711,,1,영업/정상,1,정상영업,,,,,02-966-6966,2178.0,,서울특별시 동대문구 휘경동 151-3,서울특별시 동대문구 휘경로 53(휘경동),2428.0,이경시장,20211204153520,U,2021-12-07 02:40:00.0,시장,205761.988407757,454700.999035247,대규모점포,
1441,대규모점포,08_25_01_P,3050000,2000305008207500016,19720712,,1,영업/정상,1,정상영업,,,,,02 9647051,1774.0,130826.0,서울특별시 동대문구 이문동 292번지 10호,서울특별시 동대문구 이문로 136 (이문동),130826.0,이문제일시장,20211204144018,U,2021-12-07 02:40:00.0,시장,205396.363734301,455131.683241064,대규모점포,
1443,대규모점포,08_25_01_P,3080000,2014308013907500001,20141224,,1,영업/정상,1,정상영업,,,,,02-981-1151,12353.04,142100.0,서울특별시 강북구 미아동 71번지 1호,서울특별시 강북구 도봉로 52 (미아동),142100.0,연이스퀘어,20190311151658,U,2019-03-13 02:40:00.0,쇼핑센터,202624.617262819,456818.85207077,대규모점포,
1444,대규모점포,08_25_01_P,3050000,2004305008207500002,20040722,,1,영업/정상,1,정상영업,,,,,02  63700050,7753.13,130864.0,서울특별시 동대문구 제기동 892번지 71호,서울특별시 동대문구 왕산로 109 (제기동),130864.0,한솔동의보감,20150422142325,I,2018-08-31 23:59:59.0,전문점,203075.098504907,452918.836458244,대규모점포,
1445,대규모점포,08_25_01_P,3050000,2005305008207500002,20050429,,1,영업/정상,1,정상영업,,,,,0222151000,11167.69,130840.0,서울특별시 동대문구 장안동 368번지 1호,서울특별시 동대문구 답십리로 288 (장안동),130840.0,(주)형지쇼핑 아트몰링 장안점,20171122162350,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,206325.349431713,452184.2101607,대규모점포,
1446,대규모점포,08_25_01_P,3050000,2012305014007500002,20120521,,1,영업/정상,1,정상영업,,,,,02-967-5601,130.8,130080.0,서울특별시 동대문구 이문동 324번지 10호,서울특별시 동대문구 이문로 88 (이문동),130831.0,롯데쇼핑(주) 롯데마켓 999 이문점,20220507152802,U,2022-05-10 02:40:00.0,복합쇼핑몰,205170.935816792,454707.524142172,준대규모점포,
1447,대규모점포,08_25_01_P,3050000,2013305014007500002,20131127,,1,영업/정상,1,정상영업,,,,,02-957-2116,3824.55,130050.0,서울특별시 동대문구 회기동 346번지 18호,서울특별시 동대문구  이문로  37 (회기동),130050.0,베라체캠퍼스 에비뉴,20220406112846,U,2022-04-08 02:40:00.0,그 밖의 대규모점포,204881.313219146,454280.040555974,대규모점포,
1448,대규모점포,08_25_01_P,3050000,2011305014007500002,20110907,,1,영업/정상,1,정상영업,,,,,02-2248-7800,1701.2,130020.0,서울특별시 동대문구 전농동 10번지 외7필지 전농sk아파트 주상가동,"서울특별시 동대문구 사가정로 148 (전농동, SK아파트)",130769.0,롯데쇼핑(주) 롯데슈퍼 전농점,20220507154301,U,2022-05-10 02:40:00.0,구분없음,205271.704936121,452706.897879436,준대규모점포,
1449,대규모점포,08_25_01_P,3050000,2011305014007500003,20110907,,1,영업/정상,1,정상영업,,,,,02-2242-5611,769.5,130835.0,서울특별시 동대문구 장안동 94번지 27호 외1필지 예신프라자,서울특별시 동대문구 한천로46길 42 (장안동),130835.0,롯데쇼핑(주) 롯데슈퍼 장안점,20220507154112,U,2022-05-10 02:40:00.0,구분없음,206176.178625746,453248.09724644,준대규모점포,
1450,대규모점포,08_25_01_P,3080000,1998308009207500001,19980625,,1,영업/정상,1,정상영업,,,,,02 9822278,4239.91,,서울특별시 강북구 수유동 63번지,"서울특별시 강북구 도봉로 261 (수유동, 삼호아파트,수유프라자)",1114.0,수유프라자,20200402110604,U,2020-04-04 02:40:00.0,복합쇼핑몰,202000.513660624,458815.97773382,대규모점포,
1451,대규모점포,08_25_01_P,3080000,2003000000007500013,20031209,,1,영업/정상,1,정상영업,,,,,982-2278,0.0,142874.0,서울특별시 강북구 수유동 63번지,서울특별시 강북구 도봉로 261 (수유동),142874.0,수유프라자,20150519110037,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,202000.513660624,458815.97773382,대규모점포,
1452,대규모점포,08_25_01_P,3080000,2003308007507500005,20030425,,1,영업/정상,1,정상영업,,,,,02 9881430,9258.0,,서울특별시 강북구 미아동 58호,서울특별시 강북구 도봉로 45 (미아동),142100.0,숭인시장,20190311192207,U,2019-03-13 02:40:00.0,그 밖의 대규모점포,202558.581755334,456709.916330722,대규모점포,
1453,대규모점포,08_25_01_P,3080000,2006308009207500001,20061214,,1,영업/정상,1,정상영업,,,,,02   9442500,45651.37,,서울특별시 강북구 미아동 70번지 6   호,서울특별시 강북구 도봉로 62 (미아동),142804.0,롯데백화점 미아점,20220823103723,U,2022-08-25 02:40:00.0,복합쇼핑몰,202625.646264572,456875.973976242,대규모점포,
1454,대규모점포,08_25_01_P,3050000,2000305008207500001,19771226,,1,영업/정상,1,정상영업,,,,,02 9263751,1250.85,,서울특별시 동대문구 용두동 231-5,서울특별시 동대문구 무학로37길 12(용두동),2579.0,용두시장,20211204154817,U,2021-12-07 02:40:00.0,시장,202538.011840845,452901.185283908,대규모점포,
1455,대규모점포,08_25_01_P,3050000,2000305008207500003,19600629,,1,영업/정상,1,정상영업,,,,,02-967-8721,15540.7,,서울특별시 동대문구 제기동 1019 경동시장,"서울특별시 동대문구 고산자로36길 3, 경동시장 (제기동)",2571.0,경동시장,20220421091111,U,2022-04-23 02:40:00.0,시장,203403.019535366,452985.725419514,대규모점포,
1456,대규모점포,08_25_01_P,3050000,2000305008207500004,19721012,,1,영업/정상,1,정상영업,,,,,02-967-8169,1813.0,,서울특별시 동대문구 제기동 650호,,,동서시장,20211204154528,U,2021-12-07 02:40:00.0,시장,203597.856176904,453055.908738418,대규모점포,
1457,대규모점포,08_25_01_P,3050000,2000305008207500005,19480921,,1,영업/정상,1,정상영업,,,,,02 9599981,19780.15,130870.0,서울특별시 동대문구 청량리동 738번지,서울특별시 동대문구 홍릉로 13 (청량리동),130870.0,청량리현대코아,20141029154642,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,203851.375424856,453238.594217594,대규모점포,
1458,대규모점포,08_25_01_P,3050000,2000305008207500007,19781228,,1,영업/정상,1,정상영업,,,,,0222157200,10431.44,130859.0,서울특별시 동대문구 전농동 647번지 1호,서울특별시 동대문구 서울시립대로 36 (전농동),130859.0,전농프라자,20141029181219,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,204082.111844228,452472.990548179,대규모점포,
1459,대규모점포,08_25_01_P,3150000,1999315010007500001,19700820,,1,영업/정상,1,정상영업,,,,,02  26622751,2702.0,,서울특별시 강서구 방화동 620호,,,(주)공항시장,20130501090304,I,2018-08-31 23:59:59.0,시장,,,대규모점포,
1460,대규모점포,08_25_01_P,3050000,2000305008207500008,19740402,,1,영업/정상,1,정상영업,,,,,0222171231,4244.0,130854.0,서울특별시 동대문구 전농동 295번지 52호,서울특별시 동대문구 전농로 147 (전농동),130854.0,전농로타리시장,20211204145515,U,2021-12-07 02:40:00.0,시장,204970.90163598,452852.821037366,대규모점포,
1461,대규모점포,08_25_01_P,3050000,2000305008207500010,19710311,,1,영업/정상,1,정상영업,,,,,0222444451,1655.9,,서울특별시 동대문구 답십리동 495-1,서울특별시 동대문구 천호대로 281(답십리동),2604.0,동부시장,20211204142811,U,2021-12-07 02:40:00.0,시장,204551.741974471,451706.003571094,대규모점포,
1462,대규모점포,08_25_01_P,3050000,2014305014007500002,20090320,,1,영업/정상,1,정상영업,,,,,962-3004,8286.24,130826.0,서울특별시 동대문구 이문동 292번지 10호,서울특별시 동대문구 이문로 136 (이문동),130826.0,이문동웰츠타워,20140926132640,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,205396.363734301,455131.683241064,대규모점포,
1463,대규모점포,08_25_01_P,3150000,2005315010007500001,20050826,,1,영업/정상,1,정상영업,,,,,000226608121,22173.0,157840.0,서울특별시 강서구 등촌동 639번지 11호,서울특별시 강서구  화곡로  398 (등촌동),157840.0,홈플러스(주) 강서점,20210609083121,U,2021-06-11 02:40:00.0,대형마트,187119.948165892,450691.593173724,대규모점포,
1465,대규모점포,08_25_01_P,3050000,2016305014807500001,20161230,,1,영업/정상,1,정상영업,,,,,2232-3367,7377.08,130110.0,서울특별시 동대문구 신설동 109번지 5호,,,서울특별시장,20161230103218,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,202186.468072494,452282.607415166,,
1466,대규모점포,08_25_01_P,3050000,2018305014007500001,20180125,,1,영업/정상,1,정상영업,,,,,02-380-9461,441.1,,서울특별시 동대문구 제기동 1019번지 신관 2층,"서울특별시 동대문구 고산자로36길 3, 2층 (제기동)",2571.0,노브랜드 경동시장점,20220421094110,U,2022-04-23 02:40:00.0,구분없음,203403.019535366,452985.725419514,준대규모점포,
1467,대규모점포,08_25_01_P,3150000,2012315014507500005,20120329,,1,영업/정상,1,정상영업,,,,,000220645601,461.2,157703.0,서울특별시 강서구 내발산동 719번지 6호,서울특별시 강서구 강서로 267 (내발산동),157280.0,롯데쇼핑(주)롯데슈퍼 우장산점,20220502140347,U,2022-05-04 02:40:00.0,그 밖의 대규모점포,185431.066605778,449714.813765198,준대규모점포,
1468,대규모점포,08_25_01_P,3050000,2011305014007500004,20110926,,1,영업/정상,1,정상영업,,,,,000222467292,967.51,130031.0,서울특별시 동대문구 답십리1동 530번지 11호  외1필지 지층1호~13호,서울특별시 동대문구 고미술로 49 (답십리동),130805.0,(주)이마트에브리데이 답십리점,20210520151934,U,2021-05-22 02:40:00.0,구분없음,204638.486386691,451699.765836365,준대규모점포,
