번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),점포구분명,Unnamed: 29
597,대규모점포,08_25_01_P,4760000,2001476000807500000,19840827,,1,영업/정상,1,정상영업,,,,,063 6425207,,,전라북도 임실군 오수면 오수리 351번지 1호,전라북도 임실군 오수면 오수로 159,,오수상설시장,20070630105316,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,229578.829195806,226554.694490963,,
598,대규모점포,08_25_01_P,4760000,2011476006307500001,20111205,,1,영업/정상,1,정상영업,,,,,063-642-8025,218.0,566895.0,전라북도 임실군 오수면 오수리 328번지,전라북도 임실군 오수면 오수로 145,566895.0,오수관촌농협 오수하나로마트,20111205155745,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,229724.623465602,226488.38629207,준대규모점포,
599,대규모점포,08_25_01_P,4690000,2009469019307500001,20091218,,1,영업/정상,1,정상영업,,,,,063-570-2500,11219.01,580090.0,전라북도 정읍시 농소동 446번지 1호 외 15필지,"전라북도 정읍시 벚꽃로 85 (농소동,외 15필지)",,롯데쇼핑(주) 롯데마트 정읍점,20220504164947,U,2022-05-07 02:40:00.0,대형마트,185466.212511596,231110.263474669,대규모점포,
600,대규모점포,08_25_01_P,4700000,1997470000007500001,19970423,,1,영업/정상,1,정상영업,,,,,063-620-3123,2949.75,,전라북도 남원시 왕정동 146번지 1   호,전라북도 남원시 남문로 385-16 (왕정동),,이마트 남원점,20201102095621,U,2020-11-04 02:40:00.0,대형마트,233973.177377479,212076.444622392,준대규모점포,
602,대규모점포,08_25_01_P,4700000,2012470011407500002,20120712,,1,영업/정상,1,정상영업,,,,,063-620-2500,15683.78,,전라북도 남원시 향교동 2-6 롯데마트,"전라북도 남원시 춘향로 96, 롯데마트 (향교동)",55726.0,롯데쇼핑(주) 롯데마트 남원점,20220523160815,U,2022-05-25 02:40:00.0,대형마트,235597.223811364,213824.78339516,대규모점포,
603,대규모점포,08_25_01_P,4790000,1995479005307500002,19951125,,1,영업/정상,1,정상영업,,,,,063 5804428,2005.0,,전라북도 부안군 줄포면 줄포리 728-3 줄포시장,"전라북도 부안군 줄포면 부안로 865, 줄포시장",56326.0,줄포상설시장,20220617151023,U,2022-06-19 02:40:00.0,그 밖의 대규모점포,170632.350106953,232031.741943243,대규모점포,
604,대규모점포,08_25_01_P,4790000,2000479005307500001,19741010,,1,영업/정상,1,정상영업,,,,,063 5804428,0.0,,전라북도 부안군 부안읍 서외리 21 상설시장,"전라북도 부안군 부안읍 부풍로 47, 상설시장",56308.0,부안상설시장,20210812144332,U,2021-08-14 02:40:00.0,그 밖의 대규모점포,175770.042483966,247490.397315118,대규모점포,
605,대규모점포,08_25_01_P,6520000,2010652001607500003,19641229,,1,영업/정상,1,정상영업,,,,,064-760-4282,513.0,699903.0,제주특별자치도 서귀포시 성산읍 성산리 181번지 6호,,,성산오일시장,20100624182131,I,2018-08-31 23:59:59.0,시장,193700.827673408,-3622.69137104228,,
606,대규모점포,08_25_01_P,6520000,2010652001607500004,19850607,,1,영업/정상,1,정상영업,,,,,064-760-4471,508.0,699915.0,제주특별자치도 서귀포시 표선면 표선리 1001번지 1호,제주특별자치도 서귀포시 표선면 표선동서로 203-1,,표선오일시장,20100623105957,I,2018-08-31 23:59:59.0,시장,184118.074424658,-19294.8267949501,,
607,대규모점포,08_25_01_P,6520000,2010652001607500005,19780501,,1,영업/정상,1,정상영업,,,,,064-760-4081,1000.0,699935.0,제주특별자치도 서귀포시 대정읍 하모리 822번지 7호,,,모슬포중앙시장,20100623105808,I,2018-08-31 23:59:59.0,시장,130462.896817333,-30205.3173253909,,
608,대규모점포,08_25_01_P,6520000,2010652001607500002,19840419,,1,영업/정상,1,정상영업,,,,,064-760-4282,825.0,699901.0,제주특별자치도 서귀포시 성산읍 고성리 1188번지 2호,제주특별자치도 서귀포시 성산읍 고성오조로 93,,고성오일시장,20100623110050,I,2018-08-31 23:59:59.0,시장,191903.647929481,-4926.38041366583,,
609,대규모점포,08_25_01_P,6520000,2000550000007500005,19950929,,1,영업/정상,1,정상영업,,,,,064-763-0965,10916.0,,제주특별자치도 서귀포시 동홍동 774번지 3호,제주특별자치도 서귀포시 토평서로11번길 150 (동홍동),,서귀포향토오일시장,20100623125729,I,2018-08-31 23:59:59.0,시장,160229.829931364,-25330.59852385,,
610,대규모점포,08_25_01_P,6520000,2005550001307500002,20051227,,1,영업/정상,1,정상영업,,,,,064-731-8000,6441.0,,제주특별자치도 서귀포시 동홍동 1560번지 1호,제주특별자치도 서귀포시 중앙로 180 (동홍동),697839.0,홈플러스(주) 서귀포점,20210611104745,U,2021-06-13 02:40:00.0,대형마트,158926.90550064,-26074.3935350279,대규모점포,
611,대규모점포,08_25_01_P,6520000,2006550001307500001,20060519,,1,영업/정상,1,정상영업,,,,,064-797-1051,7537.19,,제주특별자치도 서귀포시 법환동 841번지 2   호 외 21필지,"제주특별자치도 서귀포시 일주동로 9209 (법환동,외 21필지)",,(주)이마트 서귀포점,20201109103343,U,2020-11-11 02:40:00.0,대형마트,154149.891505173,-27413.998305054,대규모점포,
612,대규모점포,08_25_01_P,6520000,2010652001607500001,19831001,,1,영업/정상,1,정상영업,,,,,064-760-4081,7548.0,699935.0,제주특별자치도 서귀포시 대정읍 하모리 1089번지 15호,제주특별자치도 서귀포시 대정읍 신영로36번길 65,,대정오일시장,20100623110141,I,2018-08-31 23:59:59.0,시장,129854.290023191,-30355.065016785,,
613,대규모점포,08_25_01_P,3140000,2012314011407500005,20120523,,1,영업/정상,1,정상영업,,,,,2692-5600,240.66,,서울특별시 양천구 신정동 1290-4 대우미래사랑5차아파트,"서울특별시 양천구 신정로13길 3, 대우미래사랑5차아파트 103~105호 (신정동)",8081.0,롯데프레시 신정점,20210215175334,U,2021-02-17 02:40:00.0,그 밖의 대규모점포,186071.979697827,445297.986765501,준대규모점포,
614,대규모점포,08_25_01_P,3140000,2012314011407500006,20120531,,1,영업/정상,1,정상영업,,,,,02-6716-1234,1943.87,158822.0,서울특별시 양천구 신월5동 26번지,서울특별시 양천구 화곡로 59 (신월동),,(주)이마트 신월점,20211214173322,U,2021-12-16 02:40:00.0,구분없음,184796.999053109,448625.389554748,준대규모점포,
615,대규모점포,08_25_01_P,3140000,2012314011407500007,20120531,,1,영업/정상,1,정상영업,,,,,02-2646-4331,468.92,158754.0,서울특별시 양천구 목5동 904번지 목동4단지아파트 관리동 105호,"서울특별시 양천구 목동서로 130, 관리동 105호 (목동,목동4단지아파트)",,(주)이마트에브리데이 목동점,20210525100940,U,2021-05-27 02:40:00.0,구분없음,188580.483661607,447750.845210817,준대규모점포,
616,대규모점포,08_25_01_P,3070000,2012307018907500009,20170427,,1,영업/정상,1,정상영업,,,,,02 9185651,80.49,136111.0,서울특별시 성북구 길음1동 1285번지 7호,서울특별시 성북구 오패산로4길 17 (하월곡동),136130.0,롯데마켓999 하월곡점,20220513102630,U,2022-05-15 02:40:00.0,구분없음,201621.331749529,456272.261670237,준대규모점포,
617,대규모점포,08_25_01_P,3070000,2012307018907500011,20120521,,1,영업/정상,1,정상영업,,,,,02   9155603,685.6,136140.0,서울특별시 성북구 장위동 316번지 3호,서울특별시 성북구 월계로40길 7 (장위동),136140.0,롯데마이슈퍼 장위점,20220513103719,U,2022-05-15 02:40:00.0,구분없음,204208.631200867,457844.348010616,준대규모점포,
618,대규모점포,08_25_01_P,3070000,2012307018907500012,20120521,,1,영업/정상,1,정상영업,,,,,02  914 5601,257.0,136854.0,서울특별시 성북구 정릉3동 1034번지,서울특별시 성북구 정릉로 307 (정릉동),136100.0,롯데마이슈퍼 정릉점,20220513103218,U,2022-05-15 02:40:00.0,구분없음,201548.495615664,455659.81785175,준대규모점포,
619,대규모점포,08_25_01_P,3070000,2012307018907500013,20120521,,1,영업/정상,1,정상영업,,,,,02-921-8545,215.0,136087.0,서울특별시 성북구 보문동7가 25번지 1호,서울특별시 성북구 보문로 61 (보문동7가),136087.0,홈플러스익스프레스 보문점,20210616092837,U,2021-06-18 02:40:00.0,구분없음,201826.002331378,453162.376311852,준대규모점포,
620,대규모점포,08_25_01_P,3070000,2012307018907500014,20120521,,1,영업/정상,1,정상영업,,,,,02 9428545,189.0,136732.0,서울특별시 성북구 길음동 1285번지 두산아파트상가,서울특별시 성북구 길음로13길 22 (길음동),136732.0,홈플러스익스프레스 길음점,20210616093522,U,2021-06-18 02:40:00.0,구분없음,201592.991324089,456382.966061703,준대규모점포,
621,대규모점포,08_25_01_P,3070000,2014307021607500001,20080529,,1,영업/정상,1,정상영업,,,,,02-944-1052,10006.0,136800.0,서울특별시 성북구 길음동 25번지 2호,서울특별시 성북구 도봉로 17 (길음동),136800.0,이마트 미아점,20200424141550,U,2020-04-26 02:40:00.0,대형마트,202555.30089577,456503.066230481,대규모점포,
622,대규모점포,08_25_01_P,3070000,2014307021607500002,20120224,,1,영업/정상,1,정상영업,,,,,02-6936-1251,10745.0,136735.0,서울특별시 성북구 하월곡동 230번지 동일하이빌뉴시티아파트,"서울특별시 성북구 종암로 167 (하월곡동, 동일하이빌뉴시티아파트)",136735.0,이마트 하월곡점,20200424133111,U,2020-04-26 02:40:00.0,대형마트,202667.468802014,455858.920803881,대규모점포,
624,대규모점포,08_25_01_P,3070000,2000307009907500001,19611204,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 성북구 보문동4가 1번지 1   호,,,보문시장,20070707104737,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,,,,
625,대규모점포,08_25_01_P,3070000,2000307009907500004,19990225,,1,영업/정상,1,정상영업,,,,,02 9135724,,,서울특별시 성북구 하월곡동 88번지 345호,,,미아시장,20070707104737,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,,,,
626,대규모점포,08_25_01_P,3070000,2000307009907500007,19990121,,1,영업/정상,1,정상영업,,,,,02 9675571,,,서울특별시 성북구 석관동 270호,,,석관시장,20070707104737,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,,,,
627,대규모점포,08_25_01_P,3070000,2000307009907500009,19710522,,1,영업/정상,1,정상영업,,,,,02 9620580,,,서울특별시 성북구 석관동 338번지 18호,,,새석관시장,20070707104737,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,204582.680269555,456210.836257791,,
628,대규모점포,08_25_01_P,3070000,2000307009907500011,19720930,,1,영업/정상,1,정상영업,,,,,02 9157301,,,서울특별시 성북구 장위동 301호,,,번동시장,20070707104737,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,204162.777672643,457664.961911112,,
629,대규모점포,08_25_01_P,3070000,2000307009907500013,19880811,,1,영업/정상,1,정상영업,,,,,02 9127001,,,서울특별시 성북구 길음동 540번지 2   호,,,길음시장,20160617114450,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,,,,
630,대규모점포,08_25_01_P,3070000,2000307009907500015,19951116,,1,영업/정상,1,정상영업,,,,,02 9266405,,,서울특별시 성북구 돈암동 609번지 1  호,,,동소문스카이프라자,20070707104737,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,,,,
631,대규모점포,08_25_01_P,3070000,2001307013407500001,20010811,,1,영업/정상,1,정상영업,,,,,02  21173014,36583.0,,서울특별시 성북구 길음동 20번지 1호,"서울특별시 성북구 동소문로 315 (길음동, 현대백화점미아점)",136719.0,현대백화점 미아점,20200422154052,U,2020-04-24 02:40:00.0,백화점,202466.801084521,456227.571720914,대규모점포,
632,대규모점포,08_25_01_P,3070000,2003307009907500001,20030210,,1,영업/정상,1,정상영업,,,,20030210.0,02 9436563,2973.4,136802.0,서울특별시 성북구 길음동 535번지 8호,서울특별시 성북구 동소문로 227 (길음동),136802.0,길음시장,20170420180830,I,2018-08-31 23:59:59.0,시장,201852.588541848,455598.947533777,대규모점포,
633,대규모점포,08_25_01_P,3070000,2004307009907500001,20080529,,1,영업/정상,1,정상영업,,,,,000203805234,10006.0,,서울특별시 성북구 길음동 25번지 2호,,,신세계이마트미아점,20080601105711,I,2018-08-31 23:59:59.0,대형마트,202555.30089577,456503.066230481,,
634,대규모점포,08_25_01_P,3070000,2004307018907500001,20040922,,1,영업/정상,1,정상영업,,,,,02-944-1234,18964.0,136111.0,서울특별시 성북구 길음동 25번지 2호,서울특별시 성북구  도봉로  17 (길음동),136111.0,이마트 미아점,20140224134856,I,2018-08-31 23:59:59.0,대형마트,202555.30089577,456503.066230481,대규모점포,
635,대규모점포,08_25_01_P,3070000,2008307013407500001,20080620,,1,영업/정상,1,정상영업,,,,,915-4230,3583.0,136143.0,서울특별시 성북구 장위동 60번지 1호,,,삼익아파트상가,20080620190712,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,205020.608686581,456783.766604012,,
636,대규모점포,08_25_01_P,3070000,2008307013407500002,20081027,,1,영업/정상,1,정상영업,,,,,000209413506,4382.65,,서울특별시 성북구 종암동 132번지,"서울특별시 성북구 종암로 132 (종암동, 종암우림카이저팰리스)",2797.0,종암우림카이저팰리스주상복합,20160310131837,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,202887.735294472,455516.204264925,대규모점포,
637,대규모점포,08_25_01_P,3070000,2010307013407500001,20100428,,1,영업/정상,1,정상영업,,,,,9203485,10006.0,,서울특별시 성북구 길음동 25번지 2호 신세계 이마트 미아점,"서울특별시 성북구 도봉로 17, 신세계 이마트 미아점 (길음동)",2729.0,이마트 미아점,20200422101356,U,2020-04-24 02:40:00.0,대형마트,202555.30089577,456503.066230481,대규모점포,
638,대규모점포,08_25_01_P,3070000,2010307013407500002,20100519,,1,영업/정상,1,정상영업,,,,,928-1346,17817.0,136865.0,서울특별시 성북구 월곡2동 46번지 73호,"서울특별시 성북구 화랑로 76 (하월곡동, 코업스타클래스)",136743.0,홈플러스 월곡점,20210616092733,U,2021-06-18 02:40:00.0,대형마트,203502.004139568,455500.568972657,대규모점포,
639,대규모점포,08_25_01_P,3070000,2010307013407500003,20100630,,1,영업/정상,1,정상영업,,,,,02-944-1051,19201.0,136735.0,서울특별시 성북구 길음2동 230번지 동일하이빌뉴시티아파트,"서울특별시 성북구 종암로 167,  동 (하월곡동)",136130.0,이마트 하월곡점,20140224134232,I,2018-08-31 23:59:59.0,대형마트,202667.468802014,455858.920803881,대규모점포,
641,대규모점포,08_25_01_P,3070000,2011307018907500002,20110902,,1,영업/정상,1,정상영업,,,,,02  32913333,331.0,136062.0,서울특별시 성북구 돈암2동 636번지,"서울특별시 성북구 북악산로 844 (돈암동, 돈암이수브라운스톤아파트)",136793.0,GS슈퍼마켓 돈암점,20160212153153,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,201501.474496909,455061.698603977,준대규모점포,
642,대규모점포,08_25_01_P,3070000,2012307018907500001,20120412,,1,영업/정상,1,정상영업,,,,,02  60531252,202.0,136720.0,서울특별시 성북구 길음1동 1284번지 삼성래미안3차아파트,"서울특별시 성북구 길음로 33 (길음동, 길음뉴타운8단지아파트)",136731.0,GS슈퍼마켓 길음뉴타운점,20160212153539,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,201514.970976778,456137.102062808,준대규모점포,
643,대규모점포,08_25_01_P,3070000,2012307018907500002,20120412,,1,영업/정상,1,정상영업,,,,,02   9412227,198.0,136111.0,서울특별시 성북구 길음1동 1280번지 6호,서울특별시 성북구 길음로 103 (길음동),136110.0,GS수퍼마켓 길음점,20160212153640,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,201517.385329678,456504.561867278,준대규모점포,
644,대규모점포,08_25_01_P,3070000,2012307018907500003,20120420,,1,영업/정상,1,정상영업,,,,,918-5651,80.49,136131.0,서울특별시 성북구 월곡1동 62번지 1호,,,롯데슈퍼하월곡점,20120514101429,I,2018-08-31 23:59:59.0,,203353.798850162,455765.417145198,준대규모점포,
645,대규모점포,08_25_01_P,3070000,2012307018907500006,20120425,,1,영업/정상,1,정상영업,,,,,02 9259523,17056.0,136051.0,서울특별시 성북구 동선동1가 1번지 2호,서울특별시 성북구 동소문로 106 (동선동1가),136051.0,유타쇼핑몰,20190321092452,U,2019-03-23 02:40:00.0,쇼핑센터,201447.418693099,454477.103343093,대규모점포,
646,대규모점포,08_25_01_P,3120000,1970312009307500001,19700814,,1,영업/정상,1,정상영업,,,,,02  32169393,6606.0,120857.0,서울특별시 서대문구 홍제3동 294번지 6호,서울특별시 통일로 484 (유진상가),120760.0,유진상가,20180329152318,I,2018-08-31 23:59:59.0,시장,194811.756333333,454300.739666667,대규모점포,
647,대규모점포,08_25_01_P,3120000,1987312009307500001,19871024,,1,영업/정상,1,정상영업,,,,,02-373-7571,1100.0,,서울특별시 서대문구 남가좌동 290번지 2   호,서울특별시 서대문구 수색로2길 45 (남가좌동),,모래내시장(주),20090403170928,I,2018-08-31 23:59:59.0,시장,192503.128282531,452051.272452155,,
649,대규모점포,08_25_01_P,3120000,1992312010707500001,19921119,,1,영업/정상,1,정상영업,,,,,02-3145-3154,35471.76,120834.0,서울특별시 서대문구 창천동 30번지 33호,서울특별시 서대문구 신촌로 83 (창천동),,현대백화점 신촌점,20170713154059,I,2018-08-31 23:59:59.0,백화점,194265.067639805,450433.691021245,대규모점포,
650,대규모점포,08_25_01_P,3120000,2006312009307500001,20060919,,1,영업/정상,1,정상영업,,,,,02-2124-2148,13436.59,,서울특별시 서대문구 신촌동 74번지 12  호,서울특별시 서대문구 신촌역로 30 (신촌동),,신촌 밀리오레,20080211142613,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,194798.458435966,450837.051726331,,
651,대규모점포,08_25_01_P,3120000,2007312010707500001,20070809,,1,영업/정상,1,정상영업,,,,,02-6373-7009,14133.01,120808.0,서울특별시 서대문구 대현동 145번지,서울특별시 서대문구 이화여대1길 10 (대현동),,예스에이피엠,20080918171757,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,195063.820722531,450597.874088644,,
652,대규모점포,08_25_01_P,3120000,2011312014507500001,19990429,,1,영업/정상,1,정상영업,,,,,8348900,3305.0,120110.0,서울특별시 서대문구 연희동 131번지 1호,서울특별시 서대문구 연희맛로 23 (연희동),,연희슈퍼마켓,20171031164632,I,2018-08-31 23:59:59.0,시장,193716.339877929,451653.563671802,대규모점포,
654,대규모점포,08_25_01_P,3120000,2013312014507500001,20130616,,1,영업/정상,1,정상영업,,,,20070628.0,302-8023,232.7,120130.0,서울특별시 서대문구 북가좌동 279번지 11호,서울특별시 서대문구 응암로 112 (북가좌동),,홈플러스(주) 익스프레스 북가좌점,20220830102135,U,2022-09-01 02:40:00.0,구분없음,192301.135452392,453354.065487403,준대규모점포,
655,대규모점포,08_25_01_P,3120000,2018312018307500003,20211216,,1,영업/정상,1,정상영업,,,,,02-308-5601,288.3,,서울특별시 서대문구 남가좌동 381 DMC센트레빌,"서울특별시 서대문구 거북골로 120(남가좌동, DMC센트레빌)",3690.0,롯데슈퍼 남가좌점,20220426134449,U,2022-04-28 02:40:00.0,구분없음,192480.02944094,452634.55767379,준대규모점포,
656,대규모점포,08_25_01_P,3120000,2018312018307500004,20180412,,1,영업/정상,1,정상영업,,,,,02-2290-5704,0.0,,서울특별시 서대문구 홍제동 294번지 46호 유진상가,"서울특별시 서대문구 통일로 484, 유진상가 (홍제동)",3628.0,롯데슈퍼 유진점(X),20220830102710,U,2022-09-01 02:40:00.0,구분없음,194850.361025035,454344.432517428,준대규모점포,
657,대규모점포,08_25_01_P,3120000,2018312018307500001,20120207,,1,영업/정상,1,정상영업,,,,,02-739-6780,1573.0,,서울특별시 서대문구 홍제동 469번지 인왕산 한신휴플러스,"서울특별시 서대문구 통일로 397, 지4층 (홍제동, 인왕산 한신휴플러스)",3730.0,롯데슈퍼 홍제2점,20180329153533,I,2018-08-31 23:59:59.0,구분없음,195281.395461663,453657.534811024,준대규모점포,
658,대규모점포,08_25_01_P,3120000,2018312018307500002,20110701,,1,영업/정상,1,정상영업,,,,,02-395-3674,2040.0,,서울특별시 서대문구 홍제동 294번지 46호 유진상가,"서울특별시 서대문구 통일로 484, 유진상가 1층 (홍제동)",3628.0,롯데슈퍼 유진점,20180329163845,I,2018-08-31 23:59:59.0,구분없음,194850.361025035,454344.432517428,준대규모점포,
659,대규모점포,08_25_01_P,3410000,2019341013007500001,20190925,,1,영업/정상,1,정상영업,,,,,053-766-1860,13179.89,,대구광역시 중구 공평동 58번지 6호,대구광역시 중구 동성로6길 61 (공평동),41938.0,태왕스파크,20200709100721,U,2020-07-11 02:40:00.0,그 밖의 대규모점포,344317.219568243,264349.485185736,대규모점포,
660,대규모점포,08_25_01_P,3000000,2019300020207500001,20190917,,1,영업/정상,1,정상영업,,,,,02-430-4200,25198.02,,서울특별시 종로구 낙원동 288번지 낙원상가,"서울특별시 종로구 삼일대로 428, 낙원상가 506호 (낙원동)",3140.0,낙원상가,20190925150602,U,2019-09-27 02:40:00.0,그 밖의 대규모점포,198838.912965902,452214.210961577,대규모점포,
661,대규모점포,08_25_01_P,3000000,2019300020207500002,20190917,,1,영업/정상,1,정상영업,,,,,02-743-6133,25198.02,,서울특별시 종로구 낙원동 288번지 낙원상가,"서울특별시 종로구 삼일대로 428, 낙원상가 (낙원동)",3140.0,낙원상가,20190925150506,I,2019-09-27 02:22:37.0,그 밖의 대규모점포,198838.912965902,452214.210961577,대규모점포,
662,대규모점포,08_25_01_P,4240000,2019424019207500001,20190705,,1,영업/정상,1,정상영업,,,,,02-380-9843,312.61,,강원도 삼척시 남양동 55번지 4호 중앙시장,"강원도 삼척시 진주로 12-21, 중앙시장 (남양동)",25920.0,노브랜드 삼척중앙시장점,20200506103242,U,2020-05-08 02:40:00.0,대형마트,391554.434447351,439972.918024365,준대규모점포,
663,대규모점포,08_25_01_P,4400000,2019440027107500001,20190429,,1,영업/정상,1,정상영업,,,,,043-653-9566,312.5,,충청북도 제천시 중앙로1가 77번지 중앙시장상가 제1층 제나동일부,"충청북도 제천시 풍양로 108, 중앙시장상가 (중앙로1가)",27173.0,노브랜드 제천중앙시장점,20200427143950,U,2020-04-29 02:40:00.0,그 밖의 대규모점포,307561.514227929,404557.864514466,준대규모점포,
664,대규모점포,08_25_01_P,3820000,2019382027107500001,20190729,,1,영업/정상,1,정상영업,,,,,,8625.06,,경기도 의정부시 민락동 803 민락2지구 제일풍경채 센텀-애비뉴모나코,"경기도 의정부시 오목로 196, 민락2지구 제일풍경채 센텀-애비뉴모나코 (민락동)",11813.0,애비뉴모나코,20201208151911,U,2020-12-10 02:40:00.0,그 밖의 대규모점포,208627.776413231,471251.468626339,대규모점포,
665,대규모점포,08_25_01_P,3130000,2019313020107500001,20190724,,1,영업/정상,1,정상영업,,,,,02-2006-2678,323.62,,서울특별시 마포구 신수동 93번지 102호 신촌숲아이파크,"서울특별시 마포구 광성로 17, 상가동 127호 (신수동, 신촌숲아이파크)",4094.0,GS THE FRESH 신촌숲아이파크점,20191106165416,U,2019-11-08 02:40:00.0,구분없음,194134.552742402,449869.274982304,준대규모점포,
666,대규모점포,08_25_01_P,4050000,2019405048407500001,20190812,,1,영업/정상,1,정상영업,,,,,02-310-8700,24775.89,,경기도 용인시 기흥구 고매동 산 41번지,경기도 용인시 기흥구 원고매로 125 (고매동),17086.0,이케아 기흥점,20210317181616,U,2021-03-19 02:40:00.0,전문점,,,대규모점포,
667,대규모점포,08_25_01_P,4010000,2019401031707500001,20190806,,1,영업/정상,1,정상영업,,,,,02-6177-0315,47820.69,,경기도 시흥시 정왕동 1771번지 31호,"경기도 시흥시 서울대학로264번길 7, 시흥배곧 아브뉴프랑 센트럴 (정왕동)",15011.0,시흥배곧 아브뉴프랑 센트럴,20211230091148,U,2022-01-01 02:40:00.0,그 밖의 대규모점포,175664.38434522,429710.991159924,대규모점포,
668,대규모점포,08_25_01_P,3830000,2019383026707500001,20190814,,1,영업/정상,1,정상영업,,,,,031-5177-6000,23631.23,,경기도 안양시 만안구 안양동 88번지 1호,경기도 안양시 만안구 만안로 232 (안양동),13992.0,(주)엔터식스패션쇼핑몰 안양점,20211210104141,U,2021-12-14 02:40:00.0,백화점,,,대규모점포,
669,대규모점포,08_25_01_P,4390000,2019439021407500001,20190731,,1,영업/정상,1,정상영업,,,,,,13570.08,,충청북도 충주시 달천동 786번지 5호,충청북도 충주시 중원대로 3683 (달천동),27476.0,모다아울렛,20210428110555,U,2021-04-30 02:40:00.0,복합쇼핑몰,279950.011010575,384819.062612119,대규모점포,
670,대규모점포,08_25_01_P,4010000,2022401031707500001,20211020,,1,영업/정상,1,정상영업,,,,,031-8042-2293,205.9,,경기도 시흥시 배곧동 191 시흥배곧 C1 호반 써밋플레이스,"경기도 시흥시 서울대학로278번길 19-13(배곧동, 시흥배곧 C1 호반 써밋플레이스)",15010.0,홈플러스 익스프레스 시흥배곧점,20220412150834,I,2022-04-14 00:22:33.0,구분없음,175778.500048456,429887.847826116,준대규모점포,
671,대규모점포,08_25_01_P,3220000,2022322024907500001,20220412,,1,영업/정상,1,정상영업,,,,,023805042,794.7,,서울특별시 강남구 신사동 510-11 강남상가아파트,"서울특별시 강남구 압구정로2길 46, 1층 (신사동, ---------)",6034.0,이마트에브리데이 강남시장점,20220426100726,U,2022-04-28 02:40:00.0,구분없음,201757.494098748,446282.45446652,준대규모점포,
672,대규모점포,08_25_01_P,3410000,1977341004607500003,19770114,,1,영업/정상,1,정상영업,,,,,053 2552427,0.0,,대구광역시 중구 동성로2가 41번지 8호,대구광역시 중구 국채보상로 지하 580 (동성로2가),,(주)대현프리몰 대구점,20090410090011,I,2018-08-31 23:59:59.0,시장,344058.72601522,264583.431967341,,
673,대규모점포,08_25_01_P,3410000,1985341004607500001,19850117,,1,영업/정상,1,정상영업,,,,,053 5559204,,,대구광역시 중구 대신동 241번지 1   호,,,대신지하상가,20070714133156,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,,,,
674,대규모점포,08_25_01_P,3410000,1988341004607500001,19880112,,1,영업/정상,1,정상영업,,,,,053 4233460,,,대구광역시 중구 태평로1가 1번지 186호,대구광역시 중구 태평로 177-2 (태평로1가),,번개시장,20070714133156,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,344182.487426437,265065.535110709,,
675,대규모점포,08_25_01_P,3410000,1993341004607500001,19930409,,1,영업/정상,1,정상영업,,,,,053 2567314,,,대구광역시 중구 남산동 2466번지 1   호,,,보성황실시장,20070714133156,I,2018-08-31 23:59:59.0,그 밖의 대규모점포,,,,
676,대규모점포,08_25_01_P,3410000,2005341001307500003,20050324,,1,영업/정상,1,정상영업,,,,,053 428 8900,13089.0,,대구광역시 중구 덕산동 88 반월당역,"대구광역시 중구 달구벌대로 지하 2100, 반월당역 (덕산동)",41957.0,메트로센터,20200813085925,U,2020-08-15 02:40:00.0,그 밖의 대규모점포,343820.407679695,264018.876070282,대규모점포,
677,대규모점포,08_25_01_P,3410000,2009341007107500001,20091130,,1,영업/정상,1,정상영업,,,,,053 269 2000,4194.0,700739.0,"대구광역시 중구 삼덕동1가 15-1, 3",대구광역시 중구 동성로3길 35 (삼덕동1가),700739.0,민경엔터프라이즈(주) 동성로지점,20210416153027,U,2021-04-18 02:40:00.0,전문점,344203.891808536,264147.064731126,대규모점포,
678,대규모점포,08_25_01_P,3410000,2010341007107500002,19970903,,1,영업/정상,1,정상영업,,,,,053 251 3391,25138.34,700717.0,대구광역시 중구 덕산동 53번지 3호 외 1필지,"대구광역시 중구 달구벌대로 2085 (덕산동,외 1필지)",,동아쇼핑점,20220531082058,U,2022-06-04 02:40:00.0,쇼핑센터,343705.561002201,264056.630948974,대규모점포,
