사진,제목,가격,소제목,소재지,매물특징,계약/전용면적,해당층/총층,방수/욕실수,월관리비,관리비 포함,입주가능일,융자금,방향,주차가능여부,난방(방식/연료),사용승인일,총세대수,총주차대수,용도지역,건축물 용도,주구조,재건축/재개발,매물번호,매물설명,중개사,공급/전용면적,전세금 반환보증,용도,방구조,복층여부,현관구조,해당면적 세대수,사용검사일,준공인가일
0,리스빌 1동고층,"월세4,000/56",북향역까지 6분 계약/전용 면적:41.33㎡/24.03㎡,,뷰맛집한강뷰당산역 역세권,41.33㎡/24.03㎡(전용률58%),고/7층,1/1개,10만원,"수도, 인터넷, TV",2022년 12월 10일 ,없음,북향(거실 기준),,개별난방/도시가스,,,26대(세대당 0.41대),,,,,2242523287,"【 위치 설명 】

√교통 : 당산역 8번출구 도보 6분 초역세권

√편의 : 인근 올리브영, 편의점, 음식점 등 생활 편의 최상

√환경 : 대로변에 위치하여 치안 굳


【 매물 설명 】

√구조 : 오픈형 원룸

√옵션 : 에어컨, 냉장고, 세탁기, 인덕션, 책상, 붙박이장 등 풀옵션

√전경 : 고층 한강뷰

√컨디션 : 입주청소 후 입주 /  꽃무늬 벽지 아닙니다!

√주차 : 가능


【 권리 설명 】

√금액 : 4000/66 [관리비포함]

√전입신고 / 확정일자 : 가능

","삼성부동산공인중개사사무소길찾기대표김동섭등록번호11560-2022-00105소재지서울특별시 영등포구 영등포로27길 18-1 1층전화070-8065-2696,010-8306-0484최근 3개월  집주인확인 42건매매2전세83월세106단기1",,"예상 보증료117,710원네이버페이 최대3만원 적립상품 안내",주거용,오픈형,단층,-,6세대,,
0,오피디움 1동4층,"전세2억 8,500(2,361만원/3.3㎡)",남서향역까지 6분 계약/전용 면적:39.9㎡/26.4㎡,,선유나무 검색하고 경매 예방 경험 모두 보기,39.9㎡/26.4㎡(전용률66%),4/9층,2/1개,7만원,"인터넷, TV",즉시입주 ,없음,남서향(거실 기준),,개별난방/도시가스,,,24대(세대당 0.50대),,업무시설,,,2241430075,"집 이름 : 오피디움

* 전세사기 임대인 명단 확보로 전세 사고 예방

* 가까운 지하철역에서 픽업! 픽업!

* 1금융권(신한, 우리, 국민, 농협, 중소기업등) 대출 가능

* 전세 보증금의 최대 80%까지 대출 가능

* 프리랜서도 대출 가능

* 전세계약으로 계약기간 2년이며, 2년동안 이자 비용만 납입

* 무융자 조건 / 전입신고 / 확정일자 가능

* 전세보증보험 가입으로 보증금 보호 가능","선유나무공인중개사사무소대표고유정등록번호11560-2015-00199소재지서울특별시 영등포구 양평로22길 8 1층 (양평동4가)전화02-2068-6168,010-6643-0640",,"예상 보증료838,690원네이버페이 최대3만원 적립상품 안내",-,오픈형,단층,-,16세대,,
0,리스빌 1동중층,"월세4,000/56",남서향역까지 6분 계약/전용 면적:30.08㎡/17.49㎡,,"L.2,9호선 당산역 도보 4분 분리형 오피스텔",30.08㎡/17.49㎡(전용률58%),중/7층,1/1개,9만원,"수도, 인터넷, TV",2022년 12월 10일 협의가능,없음,남서향(거실 기준),,개별난방/도시가스,,,9대(세대당 0.26대),,,,,2242273786,"■담당자: 010-7295-4002◈ 이정아 대표 ◈
- 연락주시면 자세한 상담 도와드리겠습니다.
- 투자 가능한 매물 및 평수별로 다양하게 많은
전속매물 다수. 아파트 및 주택 그외 다량 보유.

●월세 금액 : 4000/56
- 현세입자 있음. 입주일 협의 

●구조 및 매물특징
- 방1개, 화장실1개 
- 2.9호선 당산역, 5호선 영등포시장역, 여의도 도보 가능합니다.
- 주차가능합니다.
- 주거지역 인근이라 거주하시기에 정말 좋습니다.
- 주변 빅마트 및 여의도 출퇴근 인프라 잘되어있습니다.

● 편의시설 : 급행9호선 당산역, 편의점, 코스트코, 롯데마트, 
   이마트, 버거킹, 빨래방 피부과,치과, 내과, 한의원, 24시간 까페, 스타벅스
● 교육 환경 : 당산초, 영동초, 도서관 
● 도 로 : 양화대교, 서강대교, 경인고속도로, 노들길
● 버스 노선 
간선 : N63, 650, 660, 661,761
일반 : 60, 60-3, 69, 70-2, 88
지선 :5616, 5714, 6514, 6623, 6620, 6631, 6632
마을 : 양천 01, 영등포03
광역 : 9707, M7646
직행 : 1082, 1500, 8000, 9030, 9030-1, G7625","서울공인부동산중개법인주식회사대표이정아등록번호11560-2021-00217소재지서울특별시 영등포구 버드나루로 90 1607호 (당산동)전화02-841-4002,010-7295-4002",,"예상 보증료117,710원네이버페이 최대3만원 적립상품 안내",주거용,오픈형,단층,복도식,12세대,,
0,리스빌 1동고층,"월세4,000/66",남서향역까지 6분 계약/전용 면적:28.62㎡/16.64㎡,,VV당산역 오피스텔 고층 월세 관리비포함금액 주차가능 안전한매물VV,28.62㎡/16.64㎡(전용률58%),고/7층,1/1개,,,2022년 12월 초순 협의가능,없음,남서향(거실 기준),,개별난방/도시가스,,,9대(세대당 0.26대),,,,,2241872011,"안녕하세요 영등포 믿음부동산입니다.
영등포구와 그 인근까지 최다 매물 보유중입니다.
믿음과 신뢰를 토대로 안전한 매물만 중개합니다 :)

*임대인관리부동산
*현재 세입자가 살고있는 관계로 사진은 현 호실과 조금 다를 수 있습니다.

───────매물상세설명────────

▶역세권풀옵션 / 원룸 / 전입신고+확정일자 / 안전한매물 

▶ 금액 : 보증금 4,000만원 / 월세 66만원(관리비포함)

▶ 위치 : 2,9호선 당산역 도보 8분이내

────────믿음부동산─────────

★ 직통번호 : 010-9528-0456
★ 카카오톡 아이디 : v0456
★ 영등포구 전문 중개 믿음부동산
★ 원룸,오피스텔,빌라,아파트 전문

───────────♥────────────

※ 톡톡문의시 연락처 함께 남겨주시면 빠른 상담 가능합니다.
※ 모든 매물은 실매물을 광고합니다. 
※ 광고 하지 못한 매물 다수 보유중입니다.
",믿음공인중개사사무소톡톡문의길찾기대표송다겸등록번호11560-2022-00007소재지서울특별시 영등포구 영등포로35길 21-1 지층전화010-9528-0456최근 3개월  집주인확인 194건매매11전세96월세369단기4,,"예상 보증료117,710원네이버페이 최대3만원 적립상품 안내",주거용,분리형,단층,계단식,11세대,,
0,오피디움 1동9층,"전세3억(2,486만원/3.3㎡)",동향역까지 6분 계약/전용 면적:39.9㎡/26.4㎡,,당산역 복층형 투룸 풀옵션 전망좋음,39.9㎡/26.4㎡(전용률66%),9/9층,2/1개,,,즉시입주 ,없음,동향(거실 기준),,개별난방/도시가스,,,-(세대당 0대),,업무시설,,,2242084220,"-신축 2년차매물로 깨끗합니다.
-한강뷰로 전망이 너무나 훌륭합니다.
-전세대출가능하며 전입신고가능한 안전한 매물.
-당산역 도보3분거리. 주변에 편의시설 Good
-안전한 대로변에 위치해있어 여성분들이 선호
-폴옵션이고 깨끗해 일인가구 신혼부부 강추!!
-채광이 좋으며 평수대비 넓게 빠졌습니다.
-솔직/평가: 더블 역세권 가성비 좋은 전세매물이라 생각됨.

♣ 내집 구한다는 마음으로 성심/성의를 다하겠습니다.
♣ 허위매물 없는 실제방임을 약속드립니다.
♣ 정직한 권리분석으로 안전한 입주 도와드리겠습니다.
♣ 현 매물외 다양한 매물 보유하고 있습니다. 연락주세요


24시간 상담 환영
카톡:SCwatch 
써밋공인중개사
<중개대상물의 표시 · 광고 명시사항 관련정보>
개설등록번호 :11560202100195
입주가능일 :즉시입주
매물상세지번 :121-261
방향기준 :거실
건축물용도 :공동주택
사용승인일 :20191120","써밋부동산공인중개사사무소길찾기대표박창현등록번호11560202100195소재지서울특별시 영등포구 당산동3가 47전화02-2677-5820,010-8383-5820최근 3개월  집주인확인 633건매매32전세238월세179단기1",,"예상 보증료882,830원네이버페이 최대3만원 적립상품 안내",주거용,-,단층,복도식,16세대,,
0,오피스텔중층,"월세5,000/50",해당층/총층: 중/15층분리형/단층 전용 면적:16.64㎡,서울시 영등포구 당산동 121-43,GO대출가능트인뷰당산역초역세권,,중/15층,1/1개,10만원,"수도, 인터넷, TV",2022년 12월 17일 협의가능,시세 대비 30% 미만,북서향(거실 기준),가능,,2012.09.07,,26대,,업무시설,,,2245922434,"▥▥ [ 교 통 매 물 정 보 ]

: 당산역[2,9호선] 
: 매물지 도보3분 이내 버스정류장
: 더블역세권 관리잘되어있는 매물!

▥▥ [ 체 크 포 인 트 ]


++ 전입신고,확정일자 가능합니다++

º 당산역 도보 약 7분이내 초 역세권 오피스텔입니다.

º 연식은 좀 있는 건물이지만 만족도는 너무 좋으실꺼에요!

º 해당 매물 양창으로 막힘없이 트인뷰로 채광도 좋습니다.

º 큰 대로변 바로 앞으로 늦은시간 안심귀가 치안까지 OK

º 해당 매물 약 8평으로 인근에서 찾아보기 힘든 평수!
[건축물대장상보다 실평수는 훨씬큽니다.]

º 주변 세탁소 편의점 스타벅스 대형 프랜차이즈등 생활에 필요한 인프라 완벽

º 주차시 주차비 6만원 별도",포레나공인중개사사무소톡톡문의길찾기대표전유경등록번호11560-2020-00043소재지서울 영등포구 영등포동7가 80-4 1층 포레나공인중개사사무소전화02-2068-1195최근 3개월  집주인확인 401건매매0전세187월세198단기0,24.91㎡/16.64㎡(전용률67%),,,분리형,단층,,,,
0,도시형생활주택 리스빌12층,"월세2,000/65",해당층/총층: 12/15층오픈형/단층 전용 면적:12.48㎡,서울시 영등포구 당산동 121-43,한강뷰 예쁜방 분리형원룸 오피스텔건물입니다,,12/15층,1/1개,10만원,"수도, 인터넷, TV",2023년 1월 30일 협의가능,없음,북동향(거실 기준),가능,,2012.09.07,,26대(세대당 0.42대),,공동주택,,,2245756048,"당산역 도보 4분거리
한강뷰 좋아요
분리형원룸 풀옵션
날짜는 다양하게 협의합니다","당산역부동산공인중개사사무소길찾기대표박영임등록번호11560-2019-00138소재지서울특별시 영등포구 양평로 18 당산역8번 출구앞 1층 3호전화02-3667-4944,010-4513-1907매매25전세22월세22단기0",21.47㎡/12.48㎡(전용률58%),,,오픈형,단층,,,,
0,도시형생활주택중층,"월세5,000/50",해당층/총층: 중/15층분리형/단층 전용 면적:16.64㎡,서울시 영등포구 당산동 121-43,"GO귀한월세전입,확정가능당산역초역세권",,중/15층,1/1개,10만원,"수도, 인터넷, TV",즉시입주 협의가능,시세 대비 30% 미만,북서향(거실 기준),가능,,2012.09.07,,26대,,공동주택,,,2245841164,"▥▥ [ 교 통 매 물 정 보 ]

: 당산역[2,9호선] 
: 매물지 도보3분 이내 버스정류장
: 더블역세권 관리잘되어있는 매물!

▥▥ [ 체 크 포 인 트 ]


++ 전입신고,확정일자 가능합니다++

º 당산역 도보 약 7분이내 초 역세권 오피스텔입니다.

º 연식은 좀 있는 건물이지만 만족도는 너무 좋으실꺼에요!

º 해당 매물 양창으로 막힘없이 트인 한강뷰로 채광도 좋습니다.

º 큰 대로변 바로 앞으로 늦은시간 안심귀가 치안까지 OK

º[건축물대장상보다 실평수는 훨씬큽니다.]

º 주변 세탁소 편의점 스타벅스 대형 프랜차이즈등 생활에 필요한 인프라 완벽


ΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞ

『 포 레 나 공 인 중 개 사 사 무 소 』

v 영등포 전지역 맞춤형 책임중개 약속!
v 친절과 센스겸비한 중개로 시간절약 필수!
v 현장답사 및 권리분석이 검증된 매물만 중개!
v 100%실매물로 신뢰와 믿음의 중개사무소!
v 전세보증보험 가입 및 은행별 대출상담가능!
v 연중무휴, 24시간 친절상담 약속드립니다.

ΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞ",포레나공인중개사사무소톡톡문의길찾기대표전유경등록번호11560-2020-00043소재지서울 영등포구 영등포동7가 80-4 1층 포레나공인중개사사무소전화02-2068-1195최근 3개월  집주인확인 401건매매0전세187월세198단기0,24.91㎡/16.64㎡(전용률67%),,,분리형,단층,,,,
0,도시형생활주택중층,"월세5,000/50",해당층/총층: 중/15층분리형/단층 전용 면적:16.64㎡,서울시 영등포구 당산동 121-43,"GO귀한월세전입,확정가능당산역초역세권",,중/15층,1/1개,10만원,"수도, 인터넷, TV",즉시입주 협의가능,시세 대비 30% 미만,북서향(거실 기준),가능,,2012.09.07,,26대,,공동주택,,,2245841164,"▥▥ [ 교 통 매 물 정 보 ]

: 당산역[2,9호선] 
: 매물지 도보3분 이내 버스정류장
: 더블역세권 관리잘되어있는 매물!

▥▥ [ 체 크 포 인 트 ]


++ 전입신고,확정일자 가능합니다++

º 당산역 도보 약 7분이내 초 역세권 오피스텔입니다.

º 연식은 좀 있는 건물이지만 만족도는 너무 좋으실꺼에요!

º 해당 매물 양창으로 막힘없이 트인 한강뷰로 채광도 좋습니다.

º 큰 대로변 바로 앞으로 늦은시간 안심귀가 치안까지 OK

º[건축물대장상보다 실평수는 훨씬큽니다.]

º 주변 세탁소 편의점 스타벅스 대형 프랜차이즈등 생활에 필요한 인프라 완벽


ΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞ

『 포 레 나 공 인 중 개 사 사 무 소 』

v 영등포 전지역 맞춤형 책임중개 약속!
v 친절과 센스겸비한 중개로 시간절약 필수!
v 현장답사 및 권리분석이 검증된 매물만 중개!
v 100%실매물로 신뢰와 믿음의 중개사무소!
v 전세보증보험 가입 및 은행별 대출상담가능!
v 연중무휴, 24시간 친절상담 약속드립니다.

ΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞΞ",포레나공인중개사사무소톡톡문의길찾기대표전유경등록번호11560-2020-00043소재지서울 영등포구 영등포동7가 80-4 1층 포레나공인중개사사무소전화02-2068-1195최근 3개월  집주인확인 401건매매0전세187월세198단기0,24.91㎡/16.64㎡(전용률67%),,,분리형,단층,,,,
0,일반원룸중층,"월세5,000/50",해당층/총층: 중/15층분리형/단층 전용 면적:12.48㎡,서울시 영등포구 당산동 121-43,-,,중/15층,1/1개,10만원,"수도, 인터넷, TV",2022년 12월 중순 협의가능,시세 대비 30% 미만,서향(거실 기준),가능,,2012.09.07,,1대,,공동주택,,,2245603823,"◈영 공인중개사사무소◈

★5000/50 전세대출가능~!!

★당산역(2,9호선)-도보4분

★도보6분거리 빅마트 위치!

★조용하고 깔끔한 동네로 혼자 거주하시기에 안전하며,
  근방에 병원,약국,마트,식당 등 편의시설 완벽 구축!!

★주변으로 한강공원이 있어 운동,산책하기에 좋습니다.

◈영 공인중개사사무소◈
-언제나 고객의 입장에서 생각하여 최고의 선택을 하실수 있게 중개해드리겠습니다.
-직접 찍은 100% 실사진, 실매물만을 소개해드리며, 과장광고를 하지 않습니다.
-1억원 보증보험이 가입되어 있는 안심 공인중개사 사무소 입니다
-언제든지 편하게 연락주시면 친절히 상담해드리겠습니다.
-시간과 장소만 정해주시면 언제든지 픽업 가능합니다.","영공인중개사사무소길찾기대표조재우등록번호11560-2019-00249소재지서울특별시 영등포구 버드나루로 100 1층 101호 (당산동)전화02-841-7771,010-7125-9298매매0전세4월세98단기2",21.47㎡/12.48㎡(전용률58%),,,분리형,단층,,,,
0,일반원룸고층,"월세4,000/56",해당층/총층: 고/15층분리형/단층 전용 면적:12.87㎡,서울시 영등포구 당산동 121-43,-,,고/15층,1/1개,10만원,"수도, 인터넷, TV",2022년 12월 중순 협의가능,없음,동향(거실 기준),가능,,2012.09.07,,1대,,공동주택,,,2245603293,"◈영 공인중개사사무소◈

★4000/56

★당산역(2,9호선)-도보4분

★도보6분거리 빅마트 위치!

★조용하고 깔끔한 동네로 혼자 거주하시기에 안전하며,
  근방에 병원,약국,마트,식당 등 편의시설 완벽 구축!!

★주변으로 한강공원이 있어 운동,산책하기에 좋습니다.

◈영 공인중개사사무소◈
-언제나 고객의 입장에서 생각하여 최고의 선택을 하실수 있게 중개해드리겠습니다.
-직접 찍은 100% 실사진, 실매물만을 소개해드리며, 과장광고를 하지 않습니다.
-1억원 보증보험이 가입되어 있는 안심 공인중개사 사무소 입니다
-언제든지 편하게 연락주시면 친절히 상담해드리겠습니다.
-시간과 장소만 정해주시면 언제든지 픽업 가능합니다.","영공인중개사사무소길찾기대표조재우등록번호11560-2019-00249소재지서울특별시 영등포구 버드나루로 100 1층 101호 (당산동)전화02-841-7771,010-7125-9298매매0전세4월세98단기2",19.26㎡/12.87㎡(전용률67%),,,분리형,단층,,,,
0,도시형생활주택고층,"월세2,500/65",해당층/총층: 고/15층분리형/단층 전용 면적:12.48㎡,서울시 영등포구 당산동 121-43,SS대출가능  한강뷰 오피스텔 분리형 깔끔한 오피스텔 SS,,고/15층,1/1개,10만원,"수도, 인터넷, TV",2023년 01월 하순 협의가능,없음,북동향(거실 기준),가능,,2012.09.07,,26대,,공동주택,,,2245473720,"♡전입신고, 확정일자 가능매물
♥당산역 4분거리 역세권을 누릴 수 있는 위치
♡넉넉하고 깔끔한 풀옵션 원룸
♥관리비 : 10만원(수도,인터넷,tv포함) 전기,가스별도 / 주차6만원
♡옵션 : 에어컨, 드럼세탁기, 냉장고, 인덕션, 옷장 등

※ 해당 매물은 최초 게시일 당시 거래 가능한 실매물임을 확인하였으나,
광고 내용을 보는 시점에 변동사항이 생길수 있으니 연락주시면 안내해드리겠습니다^^

◆ 방문고객님들이 인정하는 영등포구내 좋은 매물 최다 보유부동산
◆ 광고하지 못한 다수 매물 보유중. 문의하면 더 소개해드려요
◆ 1:1 맞춤 중개로 원하시는 조건의 매물을
 여러개 보여드려요 언제든 연락 주세요!
◆ 좋은 인연이 됐으면 좋겠습니다❤
◆ 원룸, 오피스텔, 투룸 전문 부동산입니다",믿음공인중개사사무소톡톡문의길찾기대표송다겸등록번호11560-2022-00007소재지서울 영등포구 영등포동6가35-3 1층전화02-2633-9878최근 3개월  집주인확인 194건매매11전세96월세369단기4,21.47㎡/12.48㎡(전용률58%),,,분리형,단층,,,,
0,도시형생활주택 리스빌10층,"월세5,000/52",해당층/총층: 10/15층오픈형/단층 전용 면적:13.86㎡,서울시 영등포구 당산동 121-43,한강뷰 분리형원룸 깨끗한 오피스텔건물 도시형생활주택,,10/15층,1/1개,10만원,"수도, 인터넷, TV",즉시입주 ,없음,북동향(거실 기준),가능,,2012.09.07,,26대(세대당 0.42대),,공동주택,,,2244765071,"당산역 도보4분거리 한강뷰 시원한 방
깨끗한건물입니다
분리형으로 보증금 대출도 가능합니다","당산역부동산공인중개사사무소길찾기대표박영임등록번호11560-2019-00138소재지서울특별시 영등포구 양평로 18 당산역8번 출구앞 1층 3호전화02-3667-4944,010-4513-1907매매25전세22월세22단기0",23.86㎡/13.86㎡(전용률58%),,,오픈형,단층,,,,
0,도시형생활주택 리스빌10층,"월세5,000/52",해당층/총층: 10/15층오픈형/단층 전용 면적:13.86㎡,서울시 영등포구 당산동 121-43,한강뷰 분리형원룸 깨끗한 오피스텔건물 도시형생활주택,,10/15층,1/1개,10만원,"수도, 인터넷, TV",즉시입주 ,없음,북동향(거실 기준),가능,,2012.09.07,,26대(세대당 0.42대),,공동주택,,,2244765071,"당산역 도보4분거리 한강뷰 시원한 방
깨끗한건물입니다
분리형으로 보증금 대출도 가능합니다","당산역부동산공인중개사사무소길찾기대표박영임등록번호11560-2019-00138소재지서울특별시 영등포구 양평로 18 당산역8번 출구앞 1층 3호전화02-3667-4944,010-4513-1907매매25전세22월세22단기0",23.86㎡/13.86㎡(전용률58%),,,오픈형,단층,,,,
0,도시형생활주택고층,"월세5,000/47",해당층/총층: 고/15층분리형/단층 전용 면적:13.86㎡,서울시 영등포구 당산동 121-43,-,,고/15층,1/1개,13만원,"수도, 인터넷, TV",2023년 12월 17일 협의가능,시세 대비 30% 미만,북서향(거실 기준),가능,,2012.09.07,,26대,,공동주택,,,2244765718,"◈ ───────────── ◈

매 물 명 - 리스빌

※매물번호or매물명으로 문의주세요 빠른 상담 가능!

※보증반환보험 및 은행별 대출상담 가능!


◈ ───────────── ◈


▶▶▶ 전 세 대 출

- 보증금 부분 대출 가능 ! 임대사업자 매물로 전세보증보험 의무일부가입 !

▶▶▶ 위 치

- 당산역 [2,9호선]

- 도보 약5분 이내 버스정류장有


▶▶▶ 체크 포인트

- 단 한번의 사고도 없었던 당산역 대표원룸

- 말도 안되는 혼자살기 딱 좋은 사이즈!

- 전입신고, 확정일자 당연히 OK !

- 기본 풀옵션, 가볍게 입주!

- 부모님이랑 같이 오시면 바로 합격!

- 토지+건물 통건물임대인으로 오히려 좋아!

- 이제 극 성수기 인데 좋은매물 빠르게 선점하세요!

◈ ───────────── ◈

[ 포 레 나 공 인 중 개 사 사 무 소 ]

∑ 영등포 전지역 맞춤형 책임중개 약속!
∑ 친절과 센스겸비한 중개로 시간절약 필수!
∑ 현장답사 및 권리분석이 검증된 매물만 중개!
∑ 100%실매물로 신뢰와 믿음의 중개사무소!
∑ 전세보증보험 가입 및 은행별 대출상담가능!
∑ 연중무휴, 24시간 친절상담 약속드립니다.",포레나공인중개사사무소톡톡문의길찾기대표전유경등록번호11560-2020-00043소재지서울 영등포구 영등포동7가 80-4 1층 포레나공인중개사사무소전화02-2068-1179최근 3개월  집주인확인 401건매매0전세187월세198단기0,23.86㎡/13.86㎡(전용률58%),,,분리형,단층,,,,
0,도시형생활주택중층,"월세4,000/53",해당층/총층: 중/15층분리형/단층 전용 면적:13.86㎡,서울시 영등포구 당산동 121-43,"T 당산역, 한강뷰, 고층 이거 참을수 있나요 서두르죠 고객님사랑합니다",,중/15층,1/1개,13만원,"수도, 인터넷, TV",즉시입주 협의가능,시세 대비 30% 미만,북서향(거실 기준),가능,,2012.09.07,,26대,,공동주택,,,2244765267,"◈ ───────────── ◈

매 물 명 - 리스빌

※매물번호or매물명으로 문의주세요 빠른 상담 가능!

※보증반환보험 및 은행별 대출상담 가능!


◈ ───────────── ◈


▶▶▶ 전 세 대 출

- 보증금 부분 대출 가능 ! 임대사업자 매물로 전세보증보험 의무일부가입 !

▶▶▶ 위 치

- 당산역 [2,9호선]

- 도보 약5분 이내 버스정류장有


▶▶▶ 체크 포인트

- 단 한번의 사고도 없었던 당산역 대표원룸

- 말도 안되는 혼자살기 딱 좋은 사이즈!

- 전입신고, 확정일자 당연히 OK !

- 기본 풀옵션, 가볍게 입주!

- 부모님이랑 같이 오시면 바로 합격!

- 토지+건물 통건물임대인으로 오히려 좋아!

- 이제 극 성수기 인데 좋은매물 빠르게 선점하세요!

◈ ───────────── ◈

[ 포 레 나 공 인 중 개 사 사 무 소 ]

∑ 영등포 전지역 맞춤형 책임중개 약속!
∑ 친절과 센스겸비한 중개로 시간절약 필수!
∑ 현장답사 및 권리분석이 검증된 매물만 중개!
∑ 100%실매물로 신뢰와 믿음의 중개사무소!
∑ 전세보증보험 가입 및 은행별 대출상담가능!
∑ 연중무휴, 24시간 친절상담 약속드립니다.",포레나공인중개사사무소톡톡문의길찾기대표전유경등록번호11560-2020-00043소재지서울 영등포구 영등포동7가 80-4 1층 포레나공인중개사사무소전화02-2068-1179최근 3개월  집주인확인 401건매매0전세187월세198단기0,23.86㎡/13.86㎡(전용률58%),,,분리형,단층,,,,
0,도시형생활주택 리스빌14층,"월세5,000/52",해당층/총층: 14/15층분리형/단층 전용 면적:13.2㎡,서울시 영등포구 당산동 121-43,한강뷰 분리형원룸 오피스텔건물 채광좋은방 당산역도보4분 보증금조정가능,,14/15층,1/1개,10만원,"수도, 인터넷, TV",즉시입주 협의가능,"13억6,000만원",북동향(거실 기준),가능,,2012.09.07,,26대(세대당 0.42대),,공동주택,,,2244424354,"한강뷰 높은층은 한강뷰있어요
당산역 도보4분거리 
깔끔한 오피스텔건물입니다
보증금과 월세 조정가능합니다
주택임대사업자 매물입니다","당산역부동산공인중개사사무소길찾기대표박영임등록번호11560-2019-00138소재지서울특별시 영등포구 양평로 18 당산역8번 출구앞 1층 3호전화02-3667-4944,010-4513-1907매매25전세22월세22단기0",22.69㎡/13.2㎡(전용률58%),,,분리형,단층,,,,
0,도시형생활주택 리스빌14층,"월세5,000/52",해당층/총층: 14/15층분리형/단층 전용 면적:13.2㎡,서울시 영등포구 당산동 121-43,한강뷰 분리형원룸 오피스텔건물 채광좋은방 당산역도보4분 보증금조정가능,,14/15층,1/1개,10만원,"수도, 인터넷, TV",즉시입주 협의가능,"13억6,000만원",북동향(거실 기준),가능,,2012.09.07,,26대(세대당 0.42대),,공동주택,,,2244424354,"한강뷰 높은층은 한강뷰있어요
당산역 도보4분거리 
깔끔한 오피스텔건물입니다
보증금과 월세 조정가능합니다
주택임대사업자 매물입니다","당산역부동산공인중개사사무소길찾기대표박영임등록번호11560-2019-00138소재지서울특별시 영등포구 양평로 18 당산역8번 출구앞 1층 3호전화02-3667-4944,010-4513-1907매매25전세22월세22단기0",22.69㎡/13.2㎡(전용률58%),,,분리형,단층,,,,
0,도시형생활주택 리스빌14층,"월세5,000/52",해당층/총층: 14/15층분리형/단층 전용 면적:13.2㎡,서울시 영등포구 당산동 121-43,한강뷰 분리형원룸 오피스텔건물 채광좋은방 당산역도보4분 보증금조정가능,,14/15층,1/1개,10만원,"수도, 인터넷, TV",즉시입주 협의가능,"13억6,000만원",북동향(거실 기준),가능,,2012.09.07,,26대(세대당 0.42대),,공동주택,,,2244424354,"한강뷰 높은층은 한강뷰있어요
당산역 도보4분거리 
깔끔한 오피스텔건물입니다
보증금과 월세 조정가능합니다
주택임대사업자 매물입니다","당산역부동산공인중개사사무소길찾기대표박영임등록번호11560-2019-00138소재지서울특별시 영등포구 양평로 18 당산역8번 출구앞 1층 3호전화02-3667-4944,010-4513-1907매매25전세22월세22단기0",22.69㎡/13.2㎡(전용률58%),,,분리형,단층,,,,
0,도시형생활주택10층,월세1억/28,해당층/총층: 10/15층오픈형/단층 전용 면적:13.2㎡,서울시 영등포구 당산동 121-43,당산역도보5분  전세대출가능  풀옵션 오피스텔,,10/15층,1/1개,0원,"수도, 인터넷, TV",2023년 1월 13일 협의가능,없음,남서향(안방 기준),가능,,2012.09.07,,1대,,공동주택,,,2243559199," - 당산역 2.9호선 도보 5분 큰대로변 위치 
- 한강공원 인접하구 버스정류장 가까운 오피스텔
- 전입신고 / 확정일자 가능 전세대출가능 
- 보증금 조절가능 월세에 관리비  수도 ,인터넷,TV  포함 ","하나공인중개사사무소길찾기대표김경림등록번호11560202100106소재지서울특별시 영등포구  당산동4가 94-1 201-105호 하나공인중개사사무소전화02-2068-5959,010-5440-0831최근 3개월  집주인확인 127건매매11전세37월세63단기2",22.41㎡/13.2㎡(전용률59%),,,오픈형,단층,,,,
0,오피스텔고층,"전세1억(1,456만원/3.3㎡)",해당층/총층: 고/15층분리형/단층 전용 면적:13.2㎡,서울시 영등포구 당산동 121-43,"전세대출, 보증보험 가능, 풀옵션 원룸",,고/15층,1/1개,28만원,"수도, 인터넷, TV",즉시입주 ,없음,서향(안방 기준),불가능,,2012.09.07,,-,,공동주택,,,2243559694,"♣ 100% 실매물입니다. 계약된 집은 곧바로 광고를 종료합니다. ♣



▶ 식별번호 : DS2-10 ◀


★ 전세대출 가능합니다. (중기청, 버팀목, 카카오 등

★ 공시지가 대비 전세가가 낮아 보증보험 가능합니다. (안전)

★ 현재 세입자 거주 중이지만 협의하에 1달 내외로 입주 가능합니다. 

★ 관리소장님 상주하고 계신 오피스텔이라 안전합니다

<매물 설명>
▷전세금 : 1억
▷월세 : 18만원
▷관리비 : 10만원 (수도, 인터넷, TV 포함)
▷주차 가능 (월6만원)

","집우공인중개사사무소길찾기대표송대식등록번호11560-2021-00178소재지서울시 영등포구 신길동 663전화02-835-7773,010-8854-2532최근 3개월  집주인확인 73건매매1전세29월세65단기0",22.7㎡/13.2㎡(전용률58%),,,분리형,단층,,,,
